  0.00000000E+00 -0.52424163E+01
  0.20038292E-01 -0.52477266E+01
  0.40076583E-01 -0.52642355E+01
  0.60114875E-01 -0.52916278E+01
  0.80153167E-01 -0.53294404E+01
  0.10019146E+00 -0.53770787E+01
  0.12022975E+00 -0.54338208E+01
  0.14026804E+00 -0.54988129E+01
  0.16030633E+00 -0.55710657E+01
  0.18034462E+00 -0.56494592E+01
  0.20038292E+00 -0.57327639E+01
  0.22042121E+00 -0.58196801E+01
  0.24045950E+00 -0.59088937E+01
  0.26049779E+00 -0.59991443E+01
  0.28053608E+00 -0.60892953E+01
  0.30057437E+00 -0.61783979E+01
  0.32061267E+00 -0.62657357E+01
  0.34065096E+00 -0.63508429E+01
  0.36068925E+00 -0.64334920E+01
  0.38072754E+00 -0.65136503E+01
  0.40076583E+00 -0.65914160E+01
  0.42080412E+00 -0.66669440E+01
  0.44084242E+00 -0.67403762E+01
  0.46088071E+00 -0.68117888E+01
  0.48091900E+00 -0.68811659E+01
  0.50095729E+00 -0.69484019E+01
  0.52099558E+00 -0.70133308E+01
  0.54103387E+00 -0.70757766E+01
  0.56107217E+00 -0.71356118E+01
  0.58111046E+00 -0.71928121E+01
  0.60114875E+00 -0.72474937E+01
  0.62118704E+00 -0.72999202E+01
  0.64122533E+00 -0.73504739E+01
  0.66126362E+00 -0.73995908E+01
  0.68130192E+00 -0.74476699E+01
  0.70134021E+00 -0.74949747E+01
  0.72137850E+00 -0.75415477E+01
  0.74141679E+00 -0.75871608E+01
  0.76145508E+00 -0.76313112E+01
  0.78149337E+00 -0.76732677E+01
  0.80153167E+00 -0.77121578E+01
  0.82156996E+00 -0.77470805E+01
  0.84160825E+00 -0.77772261E+01
  0.86164654E+00 -0.78019852E+01
  0.88168483E+00 -0.78210327E+01
  0.90172312E+00 -0.78343743E+01
  0.92176142E+00 -0.78423503E+01
  0.94179971E+00 -0.78455946E+01
  0.96183800E+00 -0.78449522E+01
  0.98187629E+00 -0.78413650E+01
  0.10018230E+01 -0.78357424E+01
  0.10217698E+01 -0.78364333E+01
  0.10417165E+01 -0.78345349E+01
  0.10616633E+01 -0.78299387E+01
  0.10816100E+01 -0.78225246E+01
  0.11015568E+01 -0.78121553E+01
  0.11215035E+01 -0.77986706E+01
  0.11414503E+01 -0.77818855E+01
  0.11613970E+01 -0.77615954E+01
  0.11813438E+01 -0.77375890E+01
  0.12012905E+01 -0.77096692E+01
  0.12212372E+01 -0.76776778E+01
  0.12411840E+01 -0.76415228E+01
  0.12611307E+01 -0.76012022E+01
  0.12810775E+01 -0.75568217E+01
  0.13010242E+01 -0.75086042E+01
  0.13209710E+01 -0.74568864E+01
  0.13409177E+01 -0.74021041E+01
  0.13608645E+01 -0.73447634E+01
  0.13808112E+01 -0.72854018E+01
  0.14007580E+01 -0.72245407E+01
  0.14207047E+01 -0.71626342E+01
  0.14406515E+01 -0.71000212E+01
  0.14605982E+01 -0.70368845E+01
  0.14805450E+01 -0.69732241E+01
  0.15004917E+01 -0.69088486E+01
  0.15204385E+01 -0.68433852E+01
  0.15403852E+01 -0.67763100E+01
  0.15603319E+01 -0.67069957E+01
  0.15802787E+01 -0.66347709E+01
  0.16002254E+01 -0.65589875E+01
  0.16201722E+01 -0.64790880E+01
  0.16401189E+01 -0.63946652E+01
  0.16600657E+01 -0.63055092E+01
  0.16800124E+01 -0.62116333E+01
  0.16999592E+01 -0.61132757E+01
  0.17199059E+01 -0.60108745E+01
  0.17398527E+01 -0.59050174E+01
  0.17597994E+01 -0.57963725E+01
  0.17797462E+01 -0.56856082E+01
  0.17996929E+01 -0.55733128E+01
  0.18196397E+01 -0.54599261E+01
  0.18395864E+01 -0.53456905E+01
  0.18595331E+01 -0.52306299E+01
  0.18794799E+01 -0.51145573E+01
  0.18994266E+01 -0.49971113E+01
  0.19193734E+01 -0.48778137E+01
  0.19393201E+01 -0.47561429E+01
  0.19592669E+01 -0.46316088E+01
  0.19792136E+01 -0.45038212E+01
  0.19991604E+01 -0.43725399E+01
  0.20191071E+01 -0.42376992E+01
  0.20390539E+01 -0.40994055E+01
  0.20590006E+01 -0.39579089E+01
  0.20789474E+01 -0.38135562E+01
  0.20988941E+01 -0.36667354E+01
  0.21188409E+01 -0.35178222E+01
  0.21387876E+01 -0.33671390E+01
  0.21587343E+01 -0.32149320E+01
  0.21786811E+01 -0.32168681E+01
  0.21986278E+01 -0.32174372E+01
  0.22185746E+01 -0.32166980E+01
  0.22385213E+01 -0.32147069E+01
  0.22584681E+01 -0.32115080E+01
  0.22784148E+01 -0.32071302E+01
  0.22983616E+01 -0.32015889E+01
  0.23183083E+01 -0.31948940E+01
  0.23382551E+01 -0.31870607E+01
  0.23582018E+01 -0.31781229E+01
  0.23781486E+01 -0.31681465E+01
  0.23980953E+01 -0.31572374E+01
  0.24180421E+01 -0.31455445E+01
  0.24379888E+01 -0.31332565E+01
  0.24579355E+01 -0.31260946E+01
  0.24778823E+01 -0.31244506E+01
  0.24978290E+01 -0.31226448E+01
  0.25177758E+01 -0.31203213E+01
  0.25377225E+01 -0.31171188E+01
  0.25576693E+01 -0.31127122E+01
  0.25776160E+01 -0.31068620E+01
  0.25975628E+01 -0.30994621E+01
