 -0.20365443E+02  0.25055968E-17
 -0.20355443E+02  0.66534594E-17
 -0.20345443E+02  0.17700507E-16
 -0.20335442E+02  0.47066369E-16
 -0.20325442E+02  0.12479021E-15
 -0.20315442E+02  0.32915462E-15
 -0.20305441E+02  0.86192368E-15
 -0.20295441E+02  0.22366914E-14
 -0.20285441E+02  0.57432279E-14
 -0.20275440E+02  0.14574132E-13
 -0.20265440E+02  0.36513845E-13
 -0.20255440E+02  0.90249646E-13
 -0.20245439E+02  0.21993302E-12
 -0.20235439E+02  0.52820506E-12
 -0.20225439E+02  0.12498206E-11
 -0.20215438E+02  0.29129868E-11
 -0.20205438E+02  0.66869528E-11
 -0.20195438E+02  0.15118391E-10
 -0.20185437E+02  0.33665999E-10
 -0.20175437E+02  0.73847740E-10
 -0.20165437E+02  0.15959636E-09
 -0.20155436E+02  0.33990507E-09
 -0.20145436E+02  0.71363895E-09
 -0.20135436E+02  0.14775814E-08
 -0.20125435E+02  0.30183531E-08
 -0.20115435E+02  0.60863287E-08
 -0.20105435E+02  0.12121425E-07
 -0.20095434E+02  0.23857952E-07
 -0.20085434E+02  0.46438662E-07
 -0.20075434E+02  0.89452115E-07
 -0.20065433E+02  0.17063469E-06
 -0.20055433E+02  0.32255743E-06
 -0.20045433E+02  0.60463609E-06
 -0.20035433E+02  0.11245827E-05
 -0.20025432E+02  0.20765069E-05
 -0.20015432E+02  0.38081983E-05
 -0.20005432E+02  0.69392140E-05
 -0.19995431E+02  0.12566774E-04
 -0.19985431E+02  0.22622208E-04
 -0.19975431E+02  0.40483349E-04
 -0.19965430E+02  0.72018250E-04
 -0.19955430E+02  0.12734983E-03
 -0.19945430E+02  0.22381667E-03
 -0.19935429E+02  0.39090592E-03
 -0.19925429E+02  0.67841604E-03
 -0.19915429E+02  0.11698627E-02
 -0.19905428E+02  0.20042917E-02
 -0.19895428E+02  0.34114041E-02
 -0.19885428E+02  0.57677091E-02
 -0.19875427E+02  0.96865509E-02
 -0.19865427E+02  0.16164654E-01
 -0.19855427E+02  0.26824680E-01
 -0.19845426E+02  0.44317532E-01
 -0.19835426E+02  0.72976735E-01
 -0.19825426E+02  0.11981713E+00
 -0.19815425E+02  0.19584458E+00
 -0.19805425E+02  0.32573439E+00
 -0.19795425E+02  0.50998982E+00
 -0.19785424E+02  0.87073030E+00
 -0.19775424E+02  0.13382526E+01
 -0.19765424E+02  0.21490622E+01
 -0.19755423E+02  0.35796731E+01
 -0.19745423E+02  0.62302435E+01
 -0.19735423E+02  0.90659633E+01
 -0.19725423E+02  0.11929916E+02
 -0.19715422E+02  0.17361201E+02
 -0.19705422E+02  0.27799539E+02
 -0.19695422E+02  0.46094552E+02
 -0.19685421E+02  0.54254788E+02
 -0.19675421E+02  0.48568169E+02
 -0.19665421E+02  0.51175408E+02
 -0.19655420E+02  0.61187449E+02
 -0.19645420E+02  0.45408355E+02
 -0.19635420E+02  0.17682070E+02
